,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
4488,F,Meat Cutter,Meats,Tennessee,Stores,44.60940979,1.150268533,85.54822071,Stores
4489,M,Baker,Bakery,North Carolina,Stores,56.53674907,5.21703417,112.0515212,Stores
4490,F,Dairy Person,Dairy,Georgia,Stores,47.29010084,2.48094633,10.28347969,Stores
4491,M,Cashier,Customer Service,Maine,Stores,36.60165632,4.395310853,74.19278907,Stores
4492,F,Produce Clerk,Produce,Florida,Stores,51.37231479,4.019555959,79.90377829,Stores
4494,M,Produce Clerk,Produce,Michigan,Stores,43.52394205,4.290047893,22.914183,Stores
4495,M,Baker,Bakery,Oregon,Stores,46.00765937,7.100101027,60.29446724,Stores
4496,M,Baker,Bakery,Minnesota,Stores,39.13415716,6.560006432,39.06775919,Stores
4497,F,Produce Clerk,Produce,Minnesota,Stores,38.25816037,5.294223513,71.80159645,Stores
4499,F,Dairy Person,Dairy,South Carolina,Stores,43.39843399,2.964041905,91.44315314,Stores
4501,F,Baker,Bakery,Hawaii,Stores,27.91202813,3.439467847,8.671158684,Stores
4502,F,Meat Cutter,Meats,Illinois,Stores,39.38310452,5.372258111,70.47592682,Stores
4503,M,Meat Cutter,Meats,Indiana,Stores,45.60993975,5.324428648,118.5818455,Stores
4504,F,Produce Clerk,Produce,Pennsylvania,Stores,26.95020363,4.095389993,24.8800159,Stores
4505,F,Baker,Bakery,Ohio,Stores,40.0999438,3.891667841,58.73077383,Stores
4507,M,Baker,Bakery,Oklahoma,Stores,56.3409306,2.512518358,122.147162,Stores
4508,F,Baker,Bakery,Pennsylvania,Stores,51.84969805,5.341537694,104.7083006,Stores
4509,M,Meat Cutter,Meats,Arizona,Stores,38.81399016,4.383547263,47.21444765,Stores
4510,M,Dairy Person,Dairy,Georgia,Stores,39.56338002,4.522195764,24.14682718,Stores
4512,M,Produce Clerk,Produce,Missouri,Stores,40.57209447,3.361212417,25.1543033,Stores
4513,F,Produce Clerk,Produce,Ohio,Stores,40.43890691,4.234961621,69.38483931,Stores
4514,M,Produce Clerk,Produce,Illinois,Stores,48.21209544,2.380060284,32.34477735,Stores
4515,M,Produce Clerk,Produce,Ohio,Stores,49.36064061,5.929539293,93.47247144,Stores
4516,M,Meat Cutter,Meats,Illinois,Stores,51.74849947,4.406298809,100.069908,Stores
4517,F,Baker,Bakery,Nevada,Stores,49.13364296,5.382745844,127.9886915,Stores
4518,M,Dairy Person,Dairy,Mississippi,Stores,28.98962655,5.083576504,5.227192306,Stores
4519,F,Produce Clerk,Produce,Hawaii,Stores,32.25079014,5.39429337,12.89754685,Stores
4520,F,Produce Clerk,Produce,Wisconsin,Stores,47.44933131,4.554396933,54.03552107,Stores
4521,F,Produce Clerk,Produce,Montana,Stores,41.59147478,4.487404314,73.0121817,Stores
4522,M,Produce Clerk,Produce,Pennsylvania,Stores,65.54523117,2.998506026,138.4273791,Stores
4523,F,Baker,Bakery,Missouri,Stores,28.34771702,3.818472151,9.119172997,Stores
4524,F,Produce Clerk,Produce,Pennsylvania,Stores,40.55575182,4.322043354,34.84350558,Stores
4526,M,Baker,Bakery,Arizona,Stores,46.30741353,3.573605824,38.38328087,Stores
4527,M,Baker,Bakery,Texas,Stores,48.67260857,7.386674295,98.83624566,Stores
4528,M,Produce Clerk,Produce,Louisiana,Stores,52.17377596,3.516292338,101.5337595,Stores
4529,F,Dairy Person,Dairy,Pennsylvania,Stores,43.75183017,5.392713161,69.9576951,Stores
4530,F,Baker,Bakery,North Carolina,Stores,43.9514381,5.376538748,101.9928632,Stores
4531,F,Produce Clerk,Produce,Colorado,Stores,52.45540397,4.422817969,90.17211596,Stores
4532,M,Dairy Person,Dairy,Iowa,Stores,47.72987858,3.490475194,83.54367898,Stores
4533,M,Baker,Bakery,Connecticut,Stores,37.90698154,4.298834267,35.06470903,Stores
4534,M,Produce Clerk,Produce,Nebraska,Stores,44.01963233,5.997439738,38.84533413,Stores
4537,M,Cashier,Customer Service,Ohio,Stores,39.15477715,6.914576148,54.59753763,Stores
4540,F,Produce Clerk,Produce,Kentucky,Stores,43.84223162,5.710405134,76.64685289,Stores
4541,M,Produce Clerk,Produce,Washington,Stores,39.61758081,6.721396113,46.23602582,Stores
4542,M,Produce Clerk,Produce,Oklahoma,Stores,30.04222753,3.791881489,30.48416478,Stores
4543,F,Cashier,Customer Service,Washington,Stores,65.36837429,3.033414322,223.3503976,Stores
4544,M,Produce Clerk,Produce,Wisconsin,Stores,41.94652256,5.212074521,67.44994709,Stores
4545,F,Baker,Bakery,Alaska,Stores,47.8339639,5.027166968,48.73332264,Stores
4546,M,Baker,Bakery,Kansas,Stores,35.80111381,3.685881771,37.96164708,Stores
4547,M,Baker,Bakery,North Dakota,Stores,33.99021376,3.787902824,12.98970161,Stores
4549,F,Baker,Bakery,West Virginia,Stores,31.30863559,4.833517029,3.856373033,Stores
4550,F,Baker,Bakery,Maine,Stores,41.36315772,3.603277529,111.9242116,Stores
4551,F,Baker,Bakery,Alabama,Stores,28.56540435,5.261520665,20.55965911,Stores
4552,F,Meat Cutter,Meats,Kansas,Stores,56.44770711,5.310999531,145.6696029,Stores
4553,F,Dairy Person,Dairy,Iowa,Stores,39.65671138,5.998805763,95.95880158,Stores
4554,M,Dairy Person,Dairy,New York,Stores,41.97226163,3.817645005,56.39066418,Stores
4555,F,Produce Clerk,Produce,Colorado,Stores,46.56376457,4.604496781,139.4226888,Stores
4556,M,Dairy Person,Dairy,Minnesota,Stores,36.67144103,5.533036337,17.05126988,Stores
4557,M,Produce Clerk,Produce,South Carolina,Stores,63.42128664,5.888628103,133.2744491,Stores
4558,F,Produce Clerk,Produce,New Jersey,Stores,38.57265252,4.74652069,42.81226701,Stores
4559,F,Baker,Bakery,New Hampshire,Stores,40.27154201,4.349041781,100.9519821,Stores
4560,F,Baker,Bakery,North Carolina,Stores,47.80948665,4.044537403,152.1984803,Stores
4561,F,Meat Cutter,Meats,Wisconsin,Stores,45.77898633,4.440171538,115.2260515,Stores
4562,M,Produce Clerk,Produce,Michigan,Stores,43.49362688,4.969185946,17.61089659,Stores
4564,M,Produce Clerk,Produce,Wisconsin,Stores,59.78196984,4.984798608,60.55257273,Stores
4565,M,Cashier,Customer Service,Montana,Stores,41.75313116,2.534665419,15.464068,Stores
4566,M,Meat Cutter,Meats,Maine,Stores,52.94532039,2.680936013,63.57205291,Stores
4567,M,Produce Clerk,Produce,Florida,Stores,45.67635806,4.565553334,98.95464879,Stores
4568,M,Dairy Person,Dairy,Kansas,Stores,39.61015103,5.318394047,46.04495825,Stores
4569,M,Baker,Bakery,Michigan,Stores,51.76310598,2.963447071,104.0127122,Stores
4570,F,Produce Clerk,Produce,New York,Stores,33.09188117,4.878286297,20.15091753,Stores
4572,F,Produce Clerk,Produce,Delaware,Stores,40.40062097,3.710568176,80.50999731,Stores
4573,M,Baker,Bakery,South Dakota,Stores,68.49214185,4.135945018,154.5044222,Stores
4574,F,Produce Clerk,Produce,North Carolina,Stores,42.05745036,3.727386968,64.6891395,Stores
4576,F,Dairy Person,Dairy,Hawaii,Stores,34.91580547,4.122652547,2.149561215,Stores
4577,M,Cashier,Customer Service,Pennsylvania,Stores,43.1847824,3.555819031,60.55690847,Stores
4578,M,Baker,Bakery,New Jersey,Stores,42.94540677,4.861455536,72.20476585,Stores
4579,F,Baker,Bakery,Wisconsin,Stores,27.7879328,3.565788445,25.05635943,Stores
4580,M,Baker,Bakery,Florida,Stores,44.01451533,3.925072107,3.502903011,Stores
4582,M,Baker,Bakery,Michigan,Stores,46.83041168,4.068166531,86.56521132,Stores
4583,M,Produce Clerk,Produce,North Dakota,Stores,57.29141001,6.790517399,174.1295465,Stores
4586,M,Produce Clerk,Produce,Florida,Stores,31.45947453,3.987494284,41.23746486,Stores
4587,F,Produce Clerk,Produce,Wyoming,Stores,41.85413534,4.347841234,71.78048717,Stores
4588,F,Produce Clerk,Produce,Oregon,Stores,47.88905867,3.202412263,75.00694169,Stores
4589,F,Produce Clerk,Produce,Louisiana,Stores,42.56192,5.96811225,23.41337914,Stores
4590,M,Produce Clerk,Produce,Pennsylvania,Stores,38.07684274,5.067552404,19.14067893,Stores
4591,F,Baker,Bakery,Kansas,Stores,51.63850195,4.499536683,86.1474325,Stores
4593,M,Cashier,Customer Service,Missouri,Stores,59.95778651,7.177378342,128.9533406,Stores
4594,F,Produce Clerk,Produce,Oklahoma,Stores,51.9228344,4.023697734,95.12827928,Stores
4595,F,Cashier,Customer Service,Utah,Stores,40.24370877,5.333395081,77.83489957,Stores
4596,F,Produce Clerk,Produce,New York,Stores,42.56352754,4.21899595,90.22502745,Stores
4597,F,Produce Clerk,Produce,Massachusetts,Stores,37.06494348,5.402895274,21.50444024,Stores
4598,F,Produce Clerk,Produce,Wisconsin,Stores,38.62607109,4.361913195,74.13735067,Stores
4599,F,Produce Clerk,Produce,Vermont,Stores,40.2891024,6.071910148,37.9442034,Stores
4600,F,Produce Clerk,Produce,New Mexico,Stores,42.0395907,6.645104547,115.1214619,Stores
4601,F,Dairy Person,Dairy,Missouri,Stores,34.08398687,4.679718291,4.775849282,Stores
4603,F,Produce Clerk,Produce,Mississippi,Stores,66.60856704,5.044634698,207.0117455,Stores
4606,F,Baker,Bakery,Pennsylvania,Stores,39.23734461,4.200260134,34.44889839,Stores
4608,M,Shelf Stocker,Processed Foods,Ohio,Stores,38.03589884,3.551924421,75.53824525,Stores
4609,M,Baker,Bakery,Vermont,Stores,32.44541888,3.191281865,38.25033365,Stores
4610,M,Produce Clerk,Produce,Maryland,Stores,49.84091704,1.97528266,94.71125677,Stores
4611,M,Produce Clerk,Produce,Alaska,Stores,47.03718015,4.262527385,80.10797021,Stores
4612,F,Cashier,Customer Service,Minnesota,Stores,45.7160768,3.432529621,138.2709228,Stores
4613,M,Baker,Bakery,Maryland,Stores,51.65546962,1.306158493,110.9734085,Stores
4614,F,Baker,Bakery,Louisiana,Stores,35.95772584,6.349005558,26.08200178,Stores
4616,F,Shelf Stocker,Processed Foods,Georgia,Stores,47.19566927,3.981473731,100.4696691,Stores
4617,M,Produce Clerk,Produce,Nebraska,Stores,41.90324584,6.159309657,45.10218444,Stores
4619,M,Cashier,Customer Service,Delaware,Stores,56.88331327,4.389633276,109.5073654,Stores
4620,M,Baker,Bakery,Vermont,Stores,51.46390269,7.145899807,64.36848794,Stores
4621,M,Dairy Person,Dairy,Tennessee,Stores,39.72657133,7.05860788,68.100128,Stores
4622,F,Produce Clerk,Produce,Mississippi,Stores,38.17721901,6.478744175,57.07989894,Stores
4624,F,Meat Cutter,Meats,Delaware,Stores,29.13605712,4.15902617,26.87436764,Stores
4625,M,Produce Clerk,Produce,Tennessee,Stores,41.63277117,3.359384181,75.42715475,Stores
4626,F,Baker,Bakery,Iowa,Stores,39.81419349,5.167946098,44.67713475,Stores
4627,F,Cashier,Customer Service,Delaware,Stores,45.28971523,2.899103061,115.1232279,Stores
4628,M,Produce Clerk,Produce,Ohio,Stores,48.66681107,1.748633289,107.3334739,Stores
4630,F,Baker,Bakery,Vermont,Stores,40.68117825,4.183087884,84.9093488,Stores
4631,F,Shelf Stocker,Processed Foods,Georgia,Stores,50.82895001,4.671381209,118.1561394,Stores
4633,M,Shelf Stocker,Processed Foods,Idaho,Stores,35.13168388,4.036103355,9.17632263,Stores
4634,M,Cashier,Customer Service,Georgia,Stores,37.79856985,5.629915136,41.75115975,Stores
4635,F,Shelf Stocker,Processed Foods,Minnesota,Stores,41.04882196,2.806250833,63.8956463,Stores
4637,M,Baker,Bakery,Arkansas,Stores,48.00552974,4.482589555,72.70727293,Stores
4638,M,Baker,Bakery,Alabama,Stores,43.52630697,7.029059742,86.44463092,Stores
4640,M,Baker,Bakery,Rhode Island,Stores,39.06540919,3.512041614,35.59465972,Stores
4642,F,Meat Cutter,Meats,Delaware,Stores,39.82650371,5.780891501,65.44938416,Stores
4643,M,Produce Clerk,Produce,Michigan,Stores,43.24997539,4.056343825,99.50222918,Stores
4645,M,Produce Clerk,Produce,New Mexico,Stores,53.72481111,6.435805216,60.64134785,Stores
4646,F,Baker,Bakery,Georgia,Stores,36.98088214,4.600380177,31.79168124,Stores
4647,F,Meat Cutter,Meats,Indiana,Stores,50.9279962,5.201752457,103.0153836,Stores
4648,M,Baker,Bakery,Kansas,Stores,49.12602195,2.458024938,82.30856663,Stores
4649,M,Shelf Stocker,Processed Foods,Idaho,Stores,54.60894968,2.636842735,137.2628056,Stores
4650,F,Meat Cutter,Meats,Texas,Stores,41.29197215,3.410013115,80.33600949,Stores
4651,M,Produce Clerk,Produce,South Carolina,Stores,43.69595307,4.626381754,45.63764416,Stores
4652,M,Shelf Stocker,Processed Foods,Hawaii,Stores,53.97829518,3.063985287,110.7549466,Stores
4653,M,Shelf Stocker,Processed Foods,Wyoming,Stores,56.20333042,4.091168406,157.7522785,Stores
4654,M,Baker,Bakery,New Hampshire,Stores,43.09799435,4.309756996,65.60023591,Stores
4655,M,Produce Clerk,Produce,New Hampshire,Stores,33.34132403,4.988839229,44.07909889,Stores
4656,M,Baker,Bakery,Florida,Stores,40.66861885,2.160274786,25.22711029,Stores
4657,M,Baker,Bakery,Alaska,Stores,57.53870596,3.093515123,102.5505901,Stores
4658,M,Produce Clerk,Produce,Texas,Stores,35.46154408,6.169771758,33.21499357,Stores
4659,M,Baker,Bakery,Nevada,Stores,50.45660489,4.731098982,80.82347474,Stores
4661,M,Produce Clerk,Produce,California,Stores,54.08971122,3.926720831,102.4592303,Stores
4662,M,Cashier,Customer Service,Arkansas,Stores,37.20341909,3.213269408,7.789602678,Stores
4663,F,Processed Foods Manager,Processed Foods,Mississippi,Stores,33.68599123,4.175430191,80.0511403,Stores
4664,F,Shelf Stocker,Processed Foods,Alabama,Stores,58.85324753,2.888502433,101.9278352,Stores
4665,M,Baker,Bakery,Arizona,Stores,37.7143342,4.891613379,13.79257844,Stores
4666,M,Baker,Bakery,Arkansas,Stores,32.61293608,7.376107834,9.793469767,Stores
4667,M,Shelf Stocker,Processed Foods,Wyoming,Stores,34.49346203,6.24499356,15.71911376,Stores
4668,M,Baker,Bakery,Wyoming,Stores,37.5109475,1.197424521,23.59610532,Stores
4669,F,Produce Clerk,Produce,Indiana,Stores,65.52119412,2.494527691,171.9401194,Stores
4670,M,Baker,Bakery,Maine,Stores,47.82041801,2.409871184,80.40201369,Stores
4671,M,Baker,Bakery,Vermont,Stores,49.92768537,5.449655787,119.1122794,Stores
4672,F,Produce Clerk,Produce,New Jersey,Stores,44.27978727,2.6096951,56.50237888,Stores
4673,F,Cashier,Customer Service,Ohio,Stores,47.675805,2.070597917,107.0259874,Stores
4674,M,Produce Clerk,Produce,Alaska,Stores,35.29934852,5.15946141,28.86479262,Stores
4675,M,Baker,Bakery,Vermont,Stores,58.80785432,1.299437846,100.2389398,Stores
4676,F,Meat Cutter,Meats,Oregon,Stores,48.65656832,7.112481029,93.13452713,Stores
4677,F,Baker,Bakery,Vermont,Stores,44.20038061,4.742494886,115.912638,Stores
4678,M,Baker,Bakery,Rhode Island,Stores,52.30591263,4.695425278,104.2781623,Stores
4679,M,Produce Clerk,Produce,Vermont,Stores,48.22662874,3.889167542,112.6662214,Stores
4680,M,Meat Cutter,Meats,South Carolina,Stores,38.22444304,5.255211314,47.44824376,Stores
4681,F,Baker,Bakery,Kansas,Stores,43.17938822,3.508538365,96.29571589,Stores
4682,M,Shelf Stocker,Processed Foods,Mississippi,Stores,59.66295028,6.679167457,60.12528901,Stores
4683,F,Baker,Bakery,Michigan,Stores,54.67760657,0.918407318,165.0072605,Stores
4685,F,Cashier,Customer Service,Michigan,Stores,60.18546555,5.642733784,230.5785178,Stores
4686,F,Produce Clerk,Produce,Alaska,Stores,31.3763965,6.374320002,33.9816858,Stores
4687,F,Baker,Bakery,South Dakota,Stores,44.47658046,4.706556232,115.9566056,Stores
4688,M,Produce Clerk,Produce,Oklahoma,Stores,43.45867225,3.46631493,37.71768453,Stores
4689,F,Baker,Bakery,Massachusetts,Stores,45.90960656,2.167766282,62.81854141,Stores
4691,M,Produce Clerk,Produce,Nebraska,Stores,64.93673145,5.98141119,157.9561434,Stores
4692,M,Cashier,Customer Service,Kentucky,Stores,49.19363089,1.384971529,47.02773164,Stores
4693,M,Produce Clerk,Produce,Connecticut,Stores,52.65183684,3.261103996,86.00819494,Stores
4695,F,Baker,Bakery,South Carolina,Stores,44.45859562,3.637773414,93.81982008,Stores
4696,M,Meat Cutter,Meats,Arkansas,Stores,50.096027,5.335178967,112.2200126,Stores
4697,M,Baker,Bakery,Rhode Island,Stores,45.05408899,4.529648436,51.14840444,Stores
4698,F,Baker,Bakery,Vermont,Stores,42.12994378,7.684732873,76.36928976,Stores
4699,F,Baker,Bakery,Kentucky,Stores,31.77291994,3.930329152,13.83682575,Stores
4701,M,Produce Clerk,Produce,Ohio,Stores,48.38878058,2.192790587,87.21884523,Stores
4702,F,Baker,Bakery,South Dakota,Stores,36.19969285,6.747698426,9.373433341,Stores
4703,F,Meat Cutter,Meats,Illinois,Stores,38.33291196,6.907747532,92.61696563,Stores
4704,M,Baker,Bakery,Illinois,Stores,47.13101102,5.384524468,64.34202173,Stores
4705,M,Meat Cutter,Meats,Delaware,Stores,44.44864822,3.247412999,96.09156163,Stores
4706,M,Meat Cutter,Meats,Nevada,Stores,61.95261998,3.80807753,102.5012609,Stores
4707,M,Shelf Stocker,Processed Foods,Florida,Stores,48.85500793,5.991738972,67.03639648,Stores
4708,M,Produce Clerk,Produce,Rhode Island,Stores,38.2491628,3.3339253,21.00050901,Stores
4709,F,Baker,Bakery,Delaware,Stores,46.22593771,5.207910029,62.76704673,Stores
4710,M,Meat Cutter,Meats,New Jersey,Stores,39.80257518,4.577709416,6.418017426,Stores
4711,F,Baker,Bakery,Iowa,Stores,39.55290514,1.952985338,55.79420665,Stores
4712,F,Cashier,Customer Service,Vermont,Stores,43.90844187,5.423276949,33.19491399,Stores
4713,F,Dairy Person,Dairy,Pennsylvania,Stores,36.27186006,5.236062585,44.09531119,Stores
4714,F,Dairy Person,Dairy,Georgia,Stores,49.63688203,4.605447413,74.71725251,Stores
4715,M,Produce Clerk,Produce,California,Stores,38.84999619,3.992174296,20.60985397,Stores
4716,M,Meat Cutter,Meats,New York,Stores,57.02159606,5.424912466,106.6170569,Stores
4717,M,Produce Clerk,Produce,Virginia,Stores,26.66548897,4.645929758,12.3225663,Stores
4718,M,Baker,Bakery,Iowa,Stores,46.27048285,6.055429887,88.73522585,Stores
4719,F,Meat Cutter,Meats,Louisiana,Stores,44.77015213,2.715212253,73.43470378,Stores
4720,F,Cashier,Customer Service,Michigan,Stores,43.89448478,4.506071654,104.4353032,Stores
4721,F,Meat Cutter,Meats,New Jersey,Stores,51.5225863,4.608759211,92.19416466,Stores
4723,F,Produce Clerk,Produce,Vermont,Stores,31.46119008,5.685947511,11.55248343,Stores
4724,F,Produce Clerk,Produce,Arizona,Stores,32.18945706,3.768466786,23.65458724,Stores
4725,F,Cashier,Customer Service,Alabama,Stores,44.91664118,4.098362256,78.15049744,Stores
4726,F,Meat Cutter,Meats,Maryland,Stores,29.4276825,6.104871451,19.47445873,Stores
4728,M,Baker,Bakery,Kansas,Stores,41.93029467,2.839329442,43.41110194,Stores
4729,F,Produce Clerk,Produce,New Mexico,Stores,43.93985434,5.268084886,78.28404164,Stores
4730,M,Produce Clerk,Produce,Alaska,Stores,49.66274831,3.47512472,69.16003157,Stores
4731,F,Shelf Stocker,Processed Foods,Louisiana,Stores,33.61840878,5.562311459,22.38228059,Stores
4732,M,Dairy Person,Dairy,New Jersey,Stores,41.58948963,4.111253944,46.00375169,Stores
4733,M,Shelf Stocker,Processed Foods,Indiana,Stores,28.43711043,6.189086428,5.934200209,Stores
4734,M,Baker,Bakery,Indiana,Stores,52.27543054,4.312101691,110.2688127,Stores
4735,M,Baker,Bakery,South Dakota,Stores,51.97257096,1.961555939,91.15484645,Stores
4736,F,Shelf Stocker,Processed Foods,New Hampshire,Stores,41.71278993,5.960710791,73.05014312,Stores
4737,M,Baker,Bakery,West Virginia,Stores,37.33041018,2.540843512,35.38427121,Stores
4738,M,Cashier,Customer Service,South Carolina,Stores,43.06564842,4.827401413,40.8548387,Stores
4739,F,Shelf Stocker,Processed Foods,West Virginia,Stores,44.64812276,5.910195849,45.01730115,Stores
4740,M,Produce Clerk,Produce,Georgia,Stores,46.06213623,2.694836978,27.98952637,Stores
4742,M,Baker,Bakery,North Dakota,Stores,52.66315585,3.879133,156.4012251,Stores
4744,M,Baker,Bakery,Mississippi,Stores,51.12205518,4.564921734,83.69049027,Stores
4745,M,Produce Clerk,Produce,Connecticut,Stores,40.35246531,4.622837554,85.98863585,Stores
4746,M,Produce Clerk,Produce,Florida,Stores,53.97751701,5.518310944,57.16347083,Stores
4747,F,Shelf Stocker,Processed Foods,Vermont,Stores,42.42711954,4.610240266,125.0627928,Stores
4748,M,Produce Clerk,Produce,Nebraska,Stores,32.26580107,4.967310767,1.198713404,Stores
4749,F,Cashier,Customer Service,West Virginia,Stores,48.51682971,2.720921356,91.05263791,Stores
4750,M,Baker,Bakery,Georgia,Stores,42.50071629,4.179586926,55.86296203,Stores
4751,F,Meat Cutter,Meats,Illinois,Stores,40.28067837,6.220655679,58.7940543,Stores
4752,F,Baker,Bakery,Vermont,Stores,46.89594237,5.327475222,101.9064762,Stores
4753,F,Shelf Stocker,Processed Foods,New Mexico,Stores,27.87875646,1.853009769,10.60259595,Stores
4755,M,Baker,Bakery,New Hampshire,Stores,42.14961357,4.338497657,77.81410084,Stores
4756,M,Baker,Bakery,North Dakota,Stores,46.14763821,3.42770854,72.4077212,Stores
4758,M,Meat Cutter,Meats,Virginia,Stores,55.85083829,3.423096553,119.3353986,Stores
4759,M,Produce Clerk,Produce,Vermont,Stores,37.39455643,5.076238266,33.17021206,Stores
4760,M,Produce Clerk,Produce,Louisiana,Stores,56.91029632,6.463210871,87.33494548,Stores
4761,M,Baker,Bakery,West Virginia,Stores,42.83996736,3.760546777,24.25535821,Stores
4762,F,Meat Cutter,Meats,Tennessee,Stores,43.84864082,5.369268316,102.840029,Stores
4763,F,Baker,Bakery,Colorado,Stores,32.02497435,3.060888236,16.42327277,Stores
4764,F,Produce Clerk,Produce,Wisconsin,Stores,50.38738255,2.552796673,101.0437893,Stores
4765,F,Shelf Stocker,Processed Foods,Florida,Stores,39.1752591,4.2480466,38.57988873,Stores
4766,F,Baker,Bakery,Vermont,Stores,50.27839656,4.241504697,141.4472757,Stores
4767,F,Baker,Bakery,Indiana,Stores,41.93631255,3.428024296,147.4519311,Stores
4768,F,Baker,Bakery,Washington,Stores,46.57491882,4.228004051,124.7988679,Stores
4769,F,Baker,Bakery,Florida,Stores,37.81261553,3.69665661,46.53490957,Stores
4770,M,Meat Cutter,Meats,Colorado,Stores,43.97828872,3.032292291,70.70982674,Stores
4771,M,Cashier,Customer Service,Montana,Stores,59.61211516,4.688982293,178.5872847,Stores
4772,M,Baker,Bakery,Wisconsin,Stores,39.66863428,5.538755957,41.95303278,Stores
4773,F,Baker,Bakery,Kentucky,Stores,44.31715461,3.604890259,117.2829228,Stores
4774,M,Produce Clerk,Produce,Georgia,Stores,36.5453228,2.732085066,30.79822084,Stores
4775,M,Shelf Stocker,Processed Foods,Georgia,Stores,38.03843699,6.321344413,62.69976508,Stores
4776,F,Shelf Stocker,Processed Foods,Florida,Stores,34.70925709,4.88111857,10.30736567,Stores
4777,M,Baker,Bakery,Kentucky,Stores,58.13887986,3.945828132,126.4135346,Stores
4778,F,Meat Cutter,Meats,Oregon,Stores,48.28753373,3.692009925,59.59311977,Stores
4779,M,Meat Cutter,Meats,Indiana,Stores,49.06911359,2.784038507,88.23556841,Stores
4780,F,Produce Clerk,Produce,Idaho,Stores,38.83964457,4.80447423,75.94901581,Stores
4781,M,Cashier,Customer Service,Louisiana,Stores,51.04742639,6.609317128,123.7195827,Stores
4783,F,Baker,Bakery,Hawaii,Stores,41.5298677,2.498146982,80.07137939,Stores
4784,F,Produce Clerk,Produce,North Carolina,Stores,40.10663796,4.026284561,26.76003908,Stores
4785,F,Shelf Stocker,Processed Foods,Tennessee,Stores,42.82260656,6.286846229,44.1029481,Stores
4786,F,Meat Cutter,Meats,Arizona,Stores,45.45775033,4.756545895,90.02859497,Stores
4787,M,Produce Clerk,Produce,North Dakota,Stores,37.22854822,5.477982273,43.56106145,Stores
4788,M,Produce Clerk,Produce,Delaware,Stores,37.80718274,2.821745482,16.9018476,Stores
4789,F,Baker,Bakery,Maryland,Stores,39.20497507,2.07219534,16.44916454,Stores
4790,M,Baker,Bakery,Louisiana,Stores,37.44449625,4.42547106,30.77879393,Stores
4791,M,Baker,Bakery,Michigan,Stores,35.06257638,5.082196518,32.06182299,Stores
4792,F,Produce Clerk,Produce,Virginia,Stores,54.91726902,5.776125897,131.0922937,Stores
4793,F,Meat Cutter,Meats,Michigan,Stores,51.13770002,6.754862401,140.2200716,Stores
4794,F,Baker,Bakery,California,Stores,39.88632794,3.686804506,34.02750969,Stores
4796,F,Baker,Bakery,Nevada,Stores,37.71203473,4.038526052,37.40686283,Stores
4797,M,Cashier,Customer Service,New York,Stores,51.69893967,5.777711855,63.84667703,Stores
4799,F,Produce Clerk,Produce,Georgia,Stores,43.7507963,4.176037973,111.6836583,Stores
4800,M,Baker,Bakery,Texas,Stores,50.30279225,3.808604986,111.5395044,Stores
4802,F,Shelf Stocker,Processed Foods,New Mexico,Stores,54.18409127,5.471112852,128.7732041,Stores
4803,F,Shelf Stocker,Processed Foods,Tennessee,Stores,43.14837069,4.794415902,89.33872631,Stores
4804,M,Baker,Bakery,Mississippi,Stores,53.56094844,6.042851847,85.75141562,Stores
4805,M,Produce Clerk,Produce,Rhode Island,Stores,44.300739,2.136380715,100.7827927,Stores
4806,M,Shelf Stocker,Processed Foods,Pennsylvania,Stores,42.44768082,3.221782644,46.457754,Stores
4807,M,Produce Clerk,Produce,North Dakota,Stores,59.18848886,5.673276135,118.1831333,Stores
4808,M,Produce Clerk,Produce,Florida,Stores,45.90000346,4.129872081,70.04097266,Stores
4810,F,Shelf Stocker,Processed Foods,Iowa,Stores,42.52412598,4.337959926,41.43203969,Stores
4811,M,Shelf Stocker,Processed Foods,Montana,Stores,60.01008478,5.356516036,133.0117047,Stores
4813,M,Produce Clerk,Produce,Delaware,Stores,38.90273225,3.698600574,45.38018824,Stores
4815,F,Baker,Bakery,Michigan,Stores,41.06940619,6.254527442,57.13807242,Stores
4816,F,Produce Clerk,Produce,Louisiana,Stores,46.71017517,5.590381396,107.4344778,Stores
4817,M,Baker,Bakery,Alabama,Stores,39.70230087,3.534541869,84.77649214,Stores
4818,F,Produce Clerk,Produce,Colorado,Stores,49.32326738,3.174627229,128.6394402,Stores
4819,F,Baker,Bakery,Missouri,Stores,49.8424639,3.961752646,114.6680879,Stores
4820,F,Baker,Bakery,Montana,Stores,39.64922694,2.553139034,61.40814984,Stores
4821,F,Shelf Stocker,Processed Foods,Minnesota,Stores,62.36342422,3.282811338,206.0661567,Stores
4822,F,Cashier,Customer Service,Nebraska,Stores,35.1373185,5.467440379,65.81180427,Stores
4823,M,Shelf Stocker,Processed Foods,Tennessee,Stores,52.03355211,5.70662418,151.2923848,Stores
4824,F,Shelf Stocker,Processed Foods,Connecticut,Stores,47.88796131,5.250750899,96.70804177,Stores
4825,F,Baker,Bakery,Pennsylvania,Stores,53.44485918,4.899777825,151.0228857,Stores
4826,F,Baker,Bakery,Ohio,Stores,56.76210686,4.496351332,108.6300004,Stores
4827,M,Shelf Stocker,Processed Foods,Oklahoma,Stores,62.3013183,3.592297318,110.0110408,Stores
4828,F,Produce Clerk,Produce,Utah,Stores,40.67148156,5.848318638,101.8928584,Stores
